url,canonical_url,content_sha256,search_term,agent,fetched_at,http_status,archive_url,paywall,source_tier,primary_or_synthesis,recency_year,summary
https://www.bcgplatinion.com/insights/the-dark-software-factory,https://www.bcgplatinion.com/insights/the-dark-software-factory,1223500beed9dad3c0289732aa941183900a39c9ea88012924ba83ab4794a258,dark factory,tools,2026-05-06T16:30:00Z,200,,false,2,synthesis,2026,"BCG Platinion's framing of the Dark Software Factory: 3-5x productivity gains, two key competencies (harness engineering, intent thinking), case studies from Spotify/OpenAI/own legacy migrations."
https://factory.strongdm.ai/products/attractor,https://factory.strongdm.ai/products/attractor,3b4246f3361f47f61294c2bcdaf617eb6591884e5260ed132ef198df3dfda52e,Attractor,tools,2026-05-06T16:30:00Z,200,,false,2,primary,2026,"StrongDM Attractor product page describing the graph-of-nodes coding agent and listing ~15 community implementations across Rust/Go/Python/Java/C/Ruby/F#/Scala/TypeScript."
https://factory.strongdm.ai/products/cxdb,https://factory.strongdm.ai/products/cxdb,c2ed41f6a2351cc65015951d3a28045f6fca4c5932fc5b5e4181db8919605a86,CXDB,tools,2026-05-06T16:30:00Z,200,,false,2,primary,2026,"StrongDM CXDB product page: Turn DAG + blob CAS context store with O(1) branching and BLAKE3 dedup."
https://factory.strongdm.ai/products,https://factory.strongdm.ai/products,635cd09b88e4b69ca8ae01aa814b54c60a5345219247ff38a2835bc5bef444e9,software factory,tools,2026-05-06T16:30:00Z,200,,false,2,primary,2026,"StrongDM Software Factory products index: CXDB, StrongDM ID, Attractor — the canonical map of the open-sourced component family."
https://github.com/strongdm/attractor,https://github.com/strongdm/attractor/blob/main/README.md,acf0ecc3977db317b09ff1bc928870a352c2f1accdad97cd9790c41ed3bbe118,Attractor,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"Attractor README: spec-only repo (no code) with three NLSpec markdown files; users feed the spec to Claude Code/Codex/Cursor to regenerate the agent."
https://github.com/strongdm/cxdb,https://github.com/strongdm/cxdb/blob/main/README.md,9dd9d7c5ff97ec700755c7d9c3eceb81dd797effad3c23236523ee84a72cf7ae,CXDB,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"CXDB README: full architecture (Rust server + Go client + React UI), binary protocol on 9009, HTTP gateway on 9010, Apache 2.0."
https://github.com/ComposioHQ/agent-orchestrator,https://github.com/ComposioHQ/agent-orchestrator/blob/main/README.md,e0374fa253eeca68f0ca025c60e0b2d7638a5cfbc12efa63b22fb3c22e6cdd1d,parallel-agent orchestrator,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"Composio agent-orchestrator README: spawns parallel Claude Code/Codex/Aider/OpenCode agents on git worktrees, autonomously handles CI fixes and PR lifecycle."
https://github.com/strongdm/attractor/blob/main/attractor-spec.md,https://github.com/strongdm/attractor/blob/main/attractor-spec.md,d94e091f4f532ca35f05040eb34b9f37739b63ec24cd02285226b27846214845,Attractor,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"Full ~93KB Attractor NLSpec — the canonical natural-language reference all community implementations target for spec compliance."
https://www.anthropic.com/engineering/building-agents-with-the-claude-agent-sdk,https://claude.com/blog/building-agents-with-the-claude-agent-sdk,d7bbaf4ba951a63f61b389f6dd151b364eba27e654e9518fdcca829ae99f5332,Claude Agent SDK,tools,2026-05-06T16:30:00Z,200,,false,2,primary,2026,"Anthropic's engineering post on the Claude Agent SDK: agent loop primitives (gather/act/verify), sub-agents, hooks, MCP servers, and the case for harness-quality as the Level 4-to-5 lever."
https://cognition.ai/blog/devin-annual-performance-review-2025,https://cognition.ai/blog/devin-annual-performance-review-2025,9306ca0f6aafa8bd197855afbfae49eed75f54a8e8d3071482d2196153c9b6d2,Devin,tools,2026-05-06T16:30:00Z,200,,false,2,primary,2026,"Cognition's 2025 annual review of Devin: 67% PR merge rate (vs 34%), 4x faster, deployments at Goldman Sachs/Santander/Nubank; honest limits noted (only 15% complex tasks completed without help)."
https://www.datadoghq.com/blog/ai/harness-first-agents/,https://www.datadoghq.com/blog/ai/harness-first-agents/,59e0517a13fccceb82faea8c0d4ba359970ca1b6bc18292496a95ce3f3800241,coding agent harness,tools,2026-05-06T16:30:00Z,200,,false,2,synthesis,2026,"Datadog's argument for harness-first agent design: agent generates, harness verifies, telemetry validates; four interchangeable verification mechanisms (deterministic sim, formal spec, shadow eval, observability)."
https://github.blog/news-insights/product-news/github-copilot-meet-the-new-coding-agent/,https://github.blog/news-insights/product-news/github-copilot-meet-the-new-coding-agent/,e421f4fb6e4fb7cc20313dc200691508a5a57de44b22750125db30e3985fe862,GitHub Copilot agent,tools,2026-05-06T16:30:00Z,200,,false,2,primary,2026,"GitHub announces the Copilot coding agent (asynchronous, autonomous, issue-to-PR) and Agent HQ as a multi-vendor orchestration control plane spanning Anthropic/OpenAI/Google/Cognition/xAI."
https://arxiv.org/abs/2511.03690,https://arxiv.org/abs/2511.03690,c66594b2aca9d2e2bea9e5a5eba95ed364dcb7b2c97de31e1b40f29b2c371baa,OpenHands SDK,tools,2026-05-06T16:40:00Z,200,,false,1,primary,2026,"OpenHands Software Agent SDK paper (MLSys 2026): redesigned production agent toolkit with sandboxed execution, lifecycle control, model-agnostic routing; SWE-Bench Verified 72% on Sonnet 4.5 extended thinking."
https://arxiv.org/abs/2604.25850,https://arxiv.org/abs/2604.25850,4c34cc1dbcb1bbec28f870331573c99757abbfb48e873746598791562a012f35,agentic harness engineering,tools,2026-05-06T16:40:00Z,200,,false,1,primary,2026,"Agentic Harness Engineering arxiv: observability-driven harness evolution lifts Terminal-Bench 2 pass@1 from 69.7% to 77.0%, beating Codex-CLI human-designed harness; transferable across model families."
https://simonwillison.net/2026/Apr/30/codex-goals/,https://simonwillison.net/2026/Apr/30/codex-goals/,988993f64825cb53547e67b12a6b2786bbdbb14f5d771d37fa08c9f8948afb61,Codex CLI,tools,2026-05-06T16:30:00Z,200,,false,2,synthesis,2026,"Willison's link-blog summary of Codex CLI 0.128.0 /goal command — built-in autonomous Ralph-loop equivalent for long-horizon objectives that persist across sessions."
https://code.claude.com/docs/en/sub-agents,https://code.claude.com/docs/en/sub-agents,da1830bef41cf06f0359ca38629b4ed9192ed711ac448e5a87e6e6ef39903c64,Claude Code subagents,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"Claude Code sub-agents documentation: each sub-agent has its own context, prompt, tool access, and permissions; description-as-router contract for delegation."
https://github.com/cline/cline,https://github.com/cline/cline/blob/main/README.md,fcb6c5b45b0ef47a36039ce7be69d8cb4012cf43ce5a389151f9a10b337eb712,Cline,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"Cline README: 61.2k stars, 5M+ installs; VS Code autonomous coding agent with mandatory human approval per action — the cautious counterpoint to YOLO-style agents."
https://github.com/RooCodeInc/Roo-Code,https://github.com/RooCodeInc/Roo-Code/blob/main/README.md,083654a0f98cc3e26bc1248df6dfd7501343c9bec3c43b4686cab7304b1fc70b,Roo Code,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"Roo Code README: Cline fork with Code/Architect/Ask/Debug multi-mode agents; 2026 shutdown of cloud/router announced for May 15 2026 with community fork carrying forward."
https://github.com/OpenHands/software-agent-sdk,https://github.com/OpenHands/software-agent-sdk/blob/main/README.md,ad9bc036afd03b4699730dd2dbb2959c7d9dce201a12254a314738f5768de092,OpenHands SDK,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"OpenHands Software Agent SDK README: production toolkit, MIT license, default agent in a few lines, sandboxed execution, multi-LLM routing; backs MLSys 2026 paper."
https://www.augmentcode.com/tools/open-source-agent-orchestrators,https://www.augmentcode.com/tools/open-source-agent-orchestrators,6038ae0c15e5e15313c60a62a17758722db92efea644723d954e83d525d08233,parallel-agent orchestrator,tools,2026-05-06T16:30:00Z,200,,false,3,synthesis,2026,"Augment Code's 2026 roundup of nine open-source agent orchestrators — agent-orchestrator, Ralphify, IttyBitty, etc. — argues orchestration not generation is the Dark Factory bottleneck above 4-8 concurrent agents."
https://cursor.com/blog/scaling-agents,https://cursor.com/blog/scaling-agents,729f057d79f93e9d475e208c21ac66ded88377ddb6502c7036c1787cb20721a5,Cursor agent,tools,2026-05-06T16:40:00Z,200,,false,2,primary,2026,"Cursor's research blog on running hundreds of concurrent agents: flat coordination + locking failed (deadlock, risk-aversion, churn); planner/worker separation with optimistic concurrency works."
https://aider.chat/docs/usage.html,https://aider.chat/docs/usage.html,5d25b6f2ca86680999743a0e2d22e2e11d8aa4e7831e0be9f909d81b46b39768,Aider,tools,2026-05-06T16:30:00Z,200,,false,2,primary,2026,"Aider's user docs: terminal-first pair programmer with diff-based edits, atomic Git commits, multi-model support — minimal vendor-agnostic CLI used inside loop frameworks."
https://www.augmentcode.com/guides/harness-engineering-ai-coding-agents,https://www.augmentcode.com/guides/harness-engineering-ai-coding-agents,d971b21b080ef263e50a5f307d08e04567a27ad07ae5be85c045d04519a1c0e0,coding agent harness,tools,2026-05-06T16:30:00Z,200,,false,3,synthesis,2026,"Augment Code's harness-engineering guide: 42% vs 78% pass-rate spread on the same Claude Opus run with two harness configs; treats harness quality as the primary lever for reliable autonomous coding."
https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,94e59d0e1b4e5bf46533bcfc9854cb28a58e55e2fe8f2cb18de887ff4e1e2553,eval harness,tools,2026-05-06T16:30:00Z,200,,false,2,primary,2026,"Anthropic's engineering post on evals: eval harness as the verify-loop infrastructure; offline benchmarks vs online telemetry; LLM-as-judge patterns; explicit warning against self-congratulation machines."
https://www.pulumi.com/blog/pulumi-agent-skills/,https://www.pulumi.com/blog/pulumi-agent-skills/,fd4b0c8f67f6c6f91ae759619a77ece85c2bc985cfe9b8aeeeb9e9c3fb59d56a,Pulumi agent skills,tools,2026-05-06T16:35:00Z,200,,false,2,primary,2026,"Pulumi's Agent Skills post: markdown skill files encode org standards/IaC patterns/policy gates for Claude Code/Cursor/Codex; companion to Pulumi Neo and the dark-factory-for-IaC pattern."
